Item_Weight,Item_Fat_Content,Item_Visibility,Item_Type,Item_MRP,Outlet_Establishment_Year,Outlet_Location_Type,Outlet_Type,Outlet_Size_Medium,Outlet_Size_High,Outlet_Size_Small,Outlet_Size_Non,year_sin,year_cos,Item_Fat_Content_ts_diff_mean,Item_Fat_Content_ts_diff_std,Item_Type_ts_diff_mean,Item_Type_ts_diff_std,Outlet_Location_Type_ts_diff_mean,Outlet_Location_Type_ts_diff_std,Outlet_Type_ts_diff_mean,Outlet_Type_ts_diff_std
15.6,2,0.10529607199999999,13,170.1764,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,-0.00020733982998133942,0.01439929963509821,0.0,0.0,0.0,0.0,0.0,0.0
8.39,2,0.024205661,5,114.0176,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,-0.00020733982998133942,0.01439929963509821,0.0,0.0,0.0,0.0,0.0,0.0
7.76,1,0.05935224099999999,13,101.87,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.8,4,0.014087057,5,180.3344,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.305,2,0.123115764,13,95.6436,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,-0.00020733982998133942,0.01439929963509821,0.0,0.0,0.0,0.0,0.0,0.0
8.75,2,0.07462720099999999,6,187.8556,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,-0.00020733982998133942,0.01439929963509821,0.0,0.0,0.0,0.0,0.0,0.0
13.3,1,0.079806266,4,232.53,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.15,1,0.183507295,14,82.4276,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,-0.0013774104683195593,0.03711348095126028,0.0,0.0,0.0,0.0
13.5,1,0.07266912,9,160.292,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.235,1,0.076855628,9,116.0492,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.365,1,0.042560252,6,226.172,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.27,1,0.071077939,14,114.2518,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,-0.0013774104683195593,0.03711348095126028,0.0,0.0,0.0,0.0
6.155,2,0.09465987099999999,10,214.55599999999998,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,-0.00020733982998133942,0.01439929963509821,0.0,0.0,0.0,0.0,0.0,0.0
10.5,1,0.041395445,6,37.6164,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.0,2,0.097313129,5,48.0718,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,-0.00020733982998133942,0.01439929963509821,0.0,0.0,0.0,0.0,0.0,0.0
15.1,1,0.052339069,10,242.7512,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.85,2,0.11003099699999999,5,37.2506,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,-0.00020733982998133942,0.01439929963509821,0.0,0.0,0.0,0.0,0.0,0.0
13.0,1,0.099325278,9,45.406000000000006,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.985,2,0.057827101,5,128.83100000000002,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,-0.00020733982998133942,0.01439929963509821,0.0,0.0,0.0,0.0,0.0,0.0
16.85,1,0.036390174,13,91.4488,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.095,1,0.081196619,11,141.4154,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.15,1,0.04627095,0,99.3384,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.445,1,0.029691762000000003,0,92.6436,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.0,2,0.054378253,3,59.1904,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,-0.00020733982998133942,0.01439929963509821,0.0,0.0,0.0,0.0,0.0,0.0
6.67,2,0.123428594,13,89.1514,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,-0.00020733982998133942,0.01439929963509821,0.0,0.0,0.0,0.0,0.0,0.0
5.5,1,0.04709821,11,101.3016,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.97,1,0.034452949,14,174.0422,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,-0.0013774104683195593,0.03711348095126028,0.0,0.0,0.0,0.0
19.25,2,0.034699737,3,141.7496,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,-0.00020733982998133942,0.01439929963509821,0.0,0.0,0.0,0.0,0.0,0.0
7.075,1,0.058346939,4,142.2128,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.6,2,0.07892957099999999,5,79.9276,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,-0.00020733982998133942,0.01439929963509821,0.0,0.0,0.0,0.0,0.0,0.0
10.0,1,0.073379745,8,118.244,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.575,1,0.055390120999999994,4,195.2768,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.11,2,0.102920886,6,130.4968,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,-0.00020733982998133942,0.01439929963509821,0.0,0.0,0.0,0.0,0.0,0.0
20.75,0,0.021250002,14,150.5024,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,-0.0013774104683195593,0.03711348095126028,0.0,0.0,0.0,0.0
10.195,1,0.159936948,5,143.2154,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.0,2,0.142688846,6,88.5514,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,-0.00020733982998133942,0.01439929963509821,0.0,0.0,0.0,0.0,0.0,0.0
21.2,2,0.00704098,15,173.5738,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,-0.00020733982998133942,0.01439929963509821,0.0,0.0,0.0,0.0,0.0,0.0
19.0,1,0.017719277,8,211.0244,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.8,2,0.048143292000000004,0,40.2138,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,-0.00020733982998133942,0.01439929963509821,0.0,0.0,0.0,0.0,0.0,0.0
15.15,1,0.027779254,0,150.1708,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.35,1,0.033088472,10,175.4738,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15.7,1,0.160663021,9,59.4562,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.25,2,0.011995271000000002,3,184.5924,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,-0.00020733982998133942,0.01439929963509821,0.0,0.0,0.0,0.0,0.0,0.0
10.1,1,0.054630834,8,200.2084,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,1,0.041291168999999996,15,180.7634,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.85,1,0.022604051,6,181.4318,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.5,2,0.019199733,5,84.3592,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,-0.00020733982998133942,0.01439929963509821,0.0,0.0,0.0,0.0,0.0,0.0
20.25,2,0.102723919,3,93.212,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,-0.00020733982998133942,0.01439929963509821,0.0,0.0,0.0,0.0,0.0,0.0
13.1,1,0.020870744,4,117.3782,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.35,1,0.026681262,3,56.4246,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.3,1,0.127541722,5,84.9224,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.25,1,0.0,5,196.8452,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.895,1,0.035747522000000004,6,133.6284,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.35,2,0.062411404000000004,6,225.9062,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,-0.00020733982998133942,0.01439929963509821,0.0,0.0,0.0,0.0,0.0,0.0
16.6,1,0.0,6,173.3738,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.6,1,0.026537206,5,57.2614,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.1,0,0.089677773,3,139.8496,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.35,2,0.065520388,10,168.3816,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,-0.00020733982998133942,0.01439929963509821,0.0,0.0,0.0,0.0,0.0,0.0
16.75,2,0.0,14,39.3822,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,-0.00020733982998133942,0.01439929963509821,-0.0013774104683195593,0.03711348095126028,0.0,0.0,0.0,0.0
9.195,1,0.10789139800000001,13,182.7634,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.85,0,0.052054819,8,189.1846,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.82,1,0.080640478,9,167.77900000000002,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.0,1,0.044004675,14,188.85299999999998,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,-0.0013774104683195593,0.03711348095126028,0.0,0.0,0.0,0.0
7.445,3,0.0,0,76.8354,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.85,1,0.12125037400000001,13,193.9452,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.35,1,0.167383061,9,175.6712,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.98,1,0.041105789,3,83.4934,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1,2,0.053584207,6,224.4088,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,-0.00020733982998133942,0.01439929963509821,0.0,0.0,0.0,0.0,0.0,0.0
11.6,2,0.144017405,4,238.3222,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,-0.00020733982998133942,0.01439929963509821,0.0,0.0,0.0,0.0,0.0,0.0
12.8,1,0.076060037,6,95.141,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.75,1,0.014301326000000001,9,103.0332,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.5,1,0.036234918,8,175.3028,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.8,1,0.013263968000000001,3,106.9254,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.1,1,0.03020851,8,153.1656,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.8,1,0.047187038,0,100.6016,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.3,1,0.066681333,9,194.4478,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.7,1,0.042836778,4,175.8028,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.35,1,0.026181892999999998,6,167.0474,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.0,2,0.0,5,127.3678,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,-0.00020733982998133942,0.01439929963509821,0.0,0.0,0.0,0.0,0.0,0.0
19.5,1,0.082552214,3,179.8002,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.7,1,0.08927225300000001,13,254.7672,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.25,1,0.015278898999999999,13,199.0084,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.5,2,0.027346699999999998,3,158.99200000000002,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,-0.00020733982998133942,0.01439929963509821,0.0,0.0,0.0,0.0,0.0,0.0
20.6,4,0.030510526,4,211.4244,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.925,2,0.09646733,4,42.8086,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,-0.00020733982998133942,0.01439929963509821,0.0,0.0,0.0,0.0,0.0,0.0
18.85,1,0.141642219,3,168.1132,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.6,2,0.076121831,10,111.7202,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,-0.00020733982998133942,0.01439929963509821,0.0,0.0,0.0,0.0,0.0,0.0
14.3,2,0.065207559,6,89.8856,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,-0.00020733982998133942,0.01439929963509821,0.0,0.0,0.0,0.0,0.0,0.0
19.1,1,0.096733815,6,233.1958,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.75,1,0.045047439,13,186.4556,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.7,2,0.062044506,13,57.4562,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,-0.00020733982998133942,0.01439929963509821,0.0,0.0,0.0,0.0,0.0,0.0
11.85,1,0.13267058,4,96.4726,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.85,2,0.08527498800000001,10,119.6124,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,-0.00020733982998133942,0.01439929963509821,0.0,0.0,0.0,0.0,0.0,0.0
9.6,2,0.022278477,1,102.499,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,-0.00020733982998133942,0.01439929963509821,0.0,0.0,0.0,0.0,0.0,0.0
15.1,1,0.025993422999999998,5,147.4076,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.39,1,0.12049726599999999,9,162.2868,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.895,1,0.13681074199999999,4,263.0568,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.475,1,0.013120028,9,217.6192,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.85,0,0.065810045,5,149.105,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.67,1,0.18484357899999998,9,33.1216,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,1,0.038685802000000005,6,243.8144,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11.5,1,0.173516063,6,128.1652,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.1,1,0.040357315,6,177.8002,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.7,2,0.11411709,4,92.7436,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,-0.00020733982998133942,0.01439929963509821,0.0,0.0,0.0,0.0,0.0,0.0
20.75,1,0.108710162,13,161.7578,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13.5,1,0.054990009000000006,8,35.2874,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.0,4,0.031267496,3,51.464,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.35,1,0.029445361,9,257.6646,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12.6,2,0.062700289,5,102.199,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,-0.00020733982998133942,0.01439929963509821,0.0,0.0,0.0,0.0,0.0,0.0
16.85,1,0.139417654,13,147.476,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.85,1,0.162980276,7,145.2444,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.6,1,0.039294854,5,246.6802,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20.75,1,0.08926066699999999,2,193.4478,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.5,2,0.0,0,96.2068,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,-0.00020733982998133942,0.01439929963509821,0.0,0.0,0.0,0.0,0.0,0.0
9.8,2,0.14061104,0,49.8008,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,-0.00020733982998133942,0.01439929963509821,0.0,0.0,0.0,0.0,0.0,0.0
7.235,1,0.099962524,13,193.8452,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.8,2,0.045266806,0,36.9874,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,-0.00020733982998133942,0.01439929963509821,0.0,0.0,0.0,0.0,0.0,0.0
10.0,1,0.025827199,3,263.2226,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.1,1,0.0,9,114.4518,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19.2,1,0.035185588,13,181.3318,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.6,1,0.049067877,13,115.6176,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.1,2,0.047801882999999996,5,127.4362,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,-0.00020733982998133942,0.01439929963509821,0.0,0.0,0.0,0.0,0.0,0.0
5.155,1,0.083198341,5,246.0776,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.365,1,0.007348286,5,62.8536,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18.2,1,0.161489509,6,37.619,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17.75,1,0.03050705,11,180.36599999999999,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16.35,1,0.020547951000000002,6,51.2324,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14.5,2,0.058827383,6,172.2448,1997,0,1,0.0,0.0,1.0,0.0,-0.868876236383188,0.49502937877320613,-0.00020733982998133942,0.01439929963509821,0.0,0.0,0.0,0.0,0.0,0.0
